ID	KSH	ISZ	MEGYE_ID	MEGYE	TELEPULES
1957	7737	7981	2	Baranya	Merenye
1958	20385	9136	7	Gyõr-Moson-Sopron	Mérges
1959	7463	4352	15	Szabolcs-Szatmár-Bereg	Mérk
1960	23630	7453	14	Somogy	Mernye
1961	14809	9531	17	Vas	Mersevát
1962	31875	9662	17	Vas	Mesterháza
1963	15723	9551	17	Vas	Mesteri
1964	30234	5452	10	Jász-Nagykun-Szolnok	Mesterszállás
1965	11758	3754	4	Borsod-Abaúj-Zemplén	Meszes
1966	32832	9745	17	Vas	Meszlen
1967	16106	8716	14	Somogy	Mesztegnyõ
1968	19628	5650	3	Békés	Mezõberény
1969	13833	3450	4	Borsod-Abaúj-Zemplén	Mezõcsát
1970	30854	7434	14	Somogy	Mezõcsokonya
1971	3470	7370	2	Baranya	Mezõd
1972	17552	2422	6	Fejér	Mezõfalva
1973	4206	5732	3	Békés	Mezõgyán
1974	11873	5820	3	Békés	Mezõhegyes
1975	26286	5453	10	Jász-Nagykun-Szolnok	Mezõhék
1976	11323	3441	4	Borsod-Abaúj-Zemplén	Mezõkeresztes
1977	5689	8137	6	Fejér	Mezõkomárom
1978	30322	5800	3	Békés	Mezõkovácsháza
1979	19433	3400	4	Borsod-Abaúj-Zemplén	Mezõkövesd
1980	32656	4641	15	Szabolcs-Szatmár-Bereg	Mezõladány
1981	23560	8514	18	Veszprém	Mezõlak
1982	18379	3443	4	Borsod-Abaúj-Zemplén	Mezõnagymihály
1983	11749	3421	4	Borsod-Abaúj-Zemplén	Mezõnyárád
1984	31033	4118	8	Hajdú-Bihar	Mezõpeterd
1985	18847	4134	8	Hajdú-Bihar	Mezõsas
1986	25089	3378	9	Heves	Mezõszemere
1987	6576	8133	6	Fejér	Mezõszentgyörgy
1988	29036	7017	6	Fejér	Mezõszilas
1989	31662	3375	9	Heves	Mezõtárkány
1990	4260	5400	10	Jász-Nagykun-Szolnok	Mezõtúr
1991	3443	3931	4	Borsod-Abaúj-Zemplén	Mezõzombor
1992	12812	9097	7	Gyõr-Moson-Sopron	Mezõörs
1993	12812	9098	7	Gyõr-Moson-Sopron	Mezõörs
1994	27526	8825	19	Zala	Miháld
1995	2130	8341	19	Zala	Mihályfa
1996	13222	3184	12	Nógrád	Mihálygerge
1997	4668	8513	18	Veszprém	Mihályháza
1998	21980	9342	7	Gyõr-Moson-Sopron	Mihályi
1999	20905	7512	14	Somogy	Mike
2000	24466	2736	13	Pest	Mikebuda
2001	22141	8949	19	Zala	Mikekarácsonyfa
2002	24217	4271	8	Hajdú-Bihar	Mikepércs
2003	33376	7286	14	Somogy	Miklósi
2004	31282	3344	9	Heves	Mikófalva
2005	24253	3989	4	Borsod-Abaúj-Zemplén	Mikóháza
2006	30599	9835	17	Vas	Mikosszéplak
2007	2662	8917	19	Zala	Milejszeg
2008	31750	4948	15	Szabolcs-Szatmár-Bereg	Milota
2009	21555	6630	5	Csongrád	Mindszent
2010	16285	7391	2	Baranya	Mindszentgodisa
2011	4534	8282	18	Veszprém	Mindszentkálla
2012	4756	8935	19	Zala	Misefa
2013	30632	6343	1	Bács-Kiskun	Miske
2014	30456	3500	4	Borsod-Abaúj-Zemplén	Miskolc
2015	30456	3501	4	Borsod-Abaúj-Zemplén	Miskolc
2016	30456	3508	4	Borsod-Abaúj-Zemplén	Miskolc
2017	30456	3510	4	Borsod-Abaúj-Zemplén	Miskolc
2018	30456	3515	4	Borsod-Abaúj-Zemplén	Miskolc
2019	30456	3516	4	Borsod-Abaúj-Zemplén	Miskolc
2020	30456	3517	4	Borsod-Abaúj-Zemplén	Miskolc
2021	30456	3518	4	Borsod-Abaúj-Zemplén	Miskolc
2022	30456	3519	4	Borsod-Abaúj-Zemplén	Miskolc
2023	30456	3521	4	Borsod-Abaúj-Zemplén	Miskolc
2024	30456	3524	4	Borsod-Abaúj-Zemplén	Miskolc
2025	30456	3525	4	Borsod-Abaúj-Zemplén	Miskolc
2026	30456	3526	4	Borsod-Abaúj-Zemplén	Miskolc
2027	30456	3527	4	Borsod-Abaúj-Zemplén	Miskolc
2028	30456	3528	4	Borsod-Abaúj-Zemplén	Miskolc
2029	30456	3529	4	Borsod-Abaúj-Zemplén	Miskolc
2030	30456	3530	4	Borsod-Abaúj-Zemplén	Miskolc
2031	30456	3531	4	Borsod-Abaúj-Zemplén	Miskolc
2032	30456	3532	4	Borsod-Abaúj-Zemplén	Miskolc
2033	30456	3533	4	Borsod-Abaúj-Zemplén	Miskolc
2034	30456	3534	4	Borsod-Abaúj-Zemplén	Miskolc
2035	30456	3535	4	Borsod-Abaúj-Zemplén	Miskolc
2036	2811	7065	16	Tolna	Miszla
2037	26930	2911	11	Komárom-Esztergom	Mocsa
2038	33349	7163	16	Tolna	Mõcsény
2039	17783	2146	13	Pest	Mogyoród
2040	28255	2535	11	Komárom-Esztergom	Mogyorósbánya
2041	10968	3893	4	Borsod-Abaúj-Zemplén	Mogyoróska
2042	25715	8042	6	Fejér	Moha
2043	23959	7700	2	Baranya	Mohács
2044	23959	7714	2	Baranya	Mohács
2045	23959	7715	2	Baranya	Mohács
2046	27915	2698	12	Nógrád	Mohora
2047	21014	8863	19	Zala	Molnári
2048	3294	9912	17	Vas	Molnaszecsõd
2049	29522	7981	2	Baranya	Molvány
2050	9016	3812	4	Borsod-Abaúj-Zemplén	Monaj
2051	7825	3905	4	Borsod-Abaúj-Zemplén	Monok
2052	10551	2200	13	Pest	Monor
2053	10551	2213	13	Pest	Monor
2054	31565	3345	9	Heves	Mónosbél
2055	24040	8296	18	Veszprém	Monostorapáti
2056	25894	4275	8	Hajdú-Bihar	Monostorpályi
2057	22512	8273	18	Veszprém	Monoszló
2058	16027	7751	2	Baranya	Monyoród
2059	18485	8060	6	Fejér	Mór
2060	20701	7165	16	Tolna	Mórágy
2061	4349	6782	5	Csongrád	Mórahalom
2062	34096	6132	1	Bács-Kiskun	Móricgát
2063	2556	9131	7	Gyõr-Moson-Sopron	Mórichida
2064	31343	7257	14	Somogy	Mosdós
2065	4783	9200	7	Gyõr-Moson-Sopron	Mosonmagyaróvár
2066	33677	9154	7	Gyõr-Moson-Sopron	Mosonszentmiklós
2067	33677	9183	7	Gyõr-Moson-Sopron	Mosonszentmiklós
2068	28149	9245	7	Gyõr-Moson-Sopron	Mosonszolnok
2069	29540	7932	2	Baranya	Mozsgó
2070	13620	7185	16	Tolna	Mucsfa
2071	7029	7195	16	Tolna	Mucsi
2072	21546	3744	4	Borsod-Abaúj-Zemplén	Múcsony
2073	2158	3552	4	Borsod-Abaúj-Zemplén	Muhi
2074	25210	8834	19	Zala	Murakeresztúr
2075	7968	8868	19	Zala	Murarátka
2076	33987	8872	19	Zala	Muraszemenye
2077	18917	7176	16	Tolna	Murga
2078	11989	5672	3	Békés	Murony
2079	19211	4911	15	Szabolcs-Szatmár-Bereg	Nábrád
2080	27599	8097	6	Fejér	Nadap
2081	6716	9915	17	Vas	Nádasd
2082	13903	8145	6	Fejér	Nádasdladány
2083	28103	4181	8	Hajdú-Bihar	Nádudvar
2084	15909	8674	14	Somogy	Nágocs
2085	23551	8521	18	Veszprém	Nagyacsád
2086	27979	8484	18	Veszprém	Nagyalásony
2087	4710	4922	15	Szabolcs-Szatmár-Bereg	Nagyar
2088	17941	7500	14	Somogy	Nagyatád
2089	2361	9063	7	Gyõr-Moson-Sopron	Nagybajcs
2090	21652	7561	14	Somogy	Nagybajom
2091	12760	8821	19	Zala	Nagybakónak
2092	26028	5668	3	Békés	Nagybánhegyes
2093	25955	6527	1	Bács-Kiskun	Nagybaracska
2094	29188	3641	4	Borsod-Abaúj-Zemplén	Nagybarca
2095	16391	3075	12	Nógrád	Nagybárkány
2096	29063	8656	14	Somogy	Nagyberény
2097	21449	7255	14	Somogy	Nagyberki
2098	3984	7756	2	Baranya	Nagybudmér
2099	14775	2634	13	Pest	Nagybörzsöny
2100	2495	9485	7	Gyõr-Moson-Sopron	Nagycenk
2101	18111	7838	2	Baranya	Nagycsány
2102	5582	3598	4	Borsod-Abaúj-Zemplén	Nagycsécs
2103	20598	8628	14	Somogy	Nagycsepely
2104	22743	4445	15	Szabolcs-Szatmár-Bereg	Nagycserkesz
2105	10001	8554	18	Veszprém	Nagydém
2106	21485	4823	15	Szabolcs-Szatmár-Bereg	Nagydobos
2107	33899	7985	2	Baranya	Nagydobsza
2108	18388	7044	16	Tolna	Nagydorog
2109	6488	4355	15	Szabolcs-Szatmár-Bereg	Nagyecsed
2110	20914	6917	5	Csongrád	Nagyér
2111	23180	8415	18	Veszprém	Nagyesztergár
2112	26879	3282	9	Heves	Nagyfüged
2113	9283	9664	17	Vas	Nagygeresd
2114	8262	8551	18	Veszprém	Nagygyimót
2115	5218	8356	19	Zala	Nagygörbõ
2116	12858	7343	2	Baranya	Nagyhajmás
2117	27155	4485	15	Szabolcs-Szatmár-Bereg	Nagyhalász
2118	2653	7822	2	Baranya	Nagyharsány
2119	9478	4064	8	Hajdú-Bihar	Nagyhegyes
2120	26976	4977	15	Szabolcs-Szatmár-Bereg	Nagyhódos
2121	15468	3994	4	Borsod-Abaúj-Zemplén	Nagyhuta
2122	22372	2942	11	Komárom-Esztergom	Nagyigmánd
2123	21689	5363	10	Jász-Nagykun-Szolnok	Nagyiván
2124	24785	4320	15	Szabolcs-Szatmár-Bereg	Nagykálló
2125	4242	5751	3	Békés	Nagykamarás
2126	30933	8800	19	Zala	Nagykanizsa
2127	30933	8808	19	Zala	Nagykanizsa
2128	30933	8809	19	Zala	Nagykanizsa
2129	30933	8831	19	Zala	Nagykanizsa
2130	20589	8935	19	Zala	Nagykapornak
2131	7001	2425	6	Fejér	Nagykarácsony
2132	13435	2760	13	Pest	Nagykáta
2133	8907	4127	8	Hajdú-Bihar	Nagykereki
2134	34281	3129	12	Nógrád	Nagykeresztúr
2135	26505	3844	4	Borsod-Abaúj-Zemplén	Nagykinizs
2136	27182	7092	16	Tolna	Nagykónyi
2137	32805	7545	14	Somogy	Nagykorpád
2138	19716	2750	13	Pest	Nagykõrös
2139	9991	2094	13	Pest	Nagykovácsi
2140	10940	7741	2	Baranya	Nagykozár
2141	22178	8911	19	Zala	Nagykutas
2142	24943	3012	9	Heves	Nagykökényes
2143	32920	9784	17	Vas	Nagykölked
2144	15574	5065	10	Jász-Nagykun-Szolnok	Nagykörû
2145	12779	6933	5	Csongrád	Nagylak
2146	4455	8983	19	Zala	Nagylengyel
2147	21102	3175	12	Nógrád	Nagylóc
2148	32364	2435	6	Fejér	Nagylók
2149	32939	9482	7	Gyõr-Moson-Sopron	Nagylózs
2150	17233	6622	5	Csongrád	Nagymágocs
2151	14030	7355	16	Tolna	Nagymányok
2152	31732	2626	13	Pest	Nagymaros
2153	15060	9913	17	Vas	Nagymizdó
2154	14650	7784	2	Baranya	Nagynyárád
2155	23986	2645	12	Nógrád	Nagyoroszi
2156	28468	8912	19	Zala	Nagypáli
2157	19877	7731	2	Baranya	Nagypall
2158	27164	7912	2	Baranya	Nagypeterd
2159	21403	8496	18	Veszprém	Nagypirit
2160	6309	4173	8	Hajdú-Bihar	Nagyrábé
2161	16513	8746	19	Zala	Nagyrada
2162	29869	9938	17	Vas	Nagyrákos
2163	14979	8756	19	Zala	Nagyrécse
2164	31486	3214	9	Heves	Nagyréde
2165	6318	5463	10	Jász-Nagykun-Szolnok	Nagyrév
2166	33181	3965	4	Borsod-Abaúj-Zemplén	Nagyrozvágy
2167	27076	2524	11	Komárom-Esztergom	Nagysáp
2168	26143	9561	17	Vas	Nagysimonyi
2169	25520	8739	14	Somogy	Nagyszakácsi
2170	6761	7085	16	Tolna	Nagyszékely
2171	27988	4962	15	Szabolcs-Szatmár-Bereg	Nagyszekeres
2172	8244	5931	3	Békés	Nagyszénás
2173	33543	9072	7	Gyõr-Moson-Sopron	Nagyszentjános
2174	13709	7097	16	Tolna	Nagyszokoly
2175	27605	3398	9	Heves	Nagytálya
2176	23409	2142	13	Pest	Nagytarcsa
2177	25201	8562	18	Veszprém	Nagytevel
2178	24837	9832	17	Vas	Nagytilaj
2179	29179	6612	5	Csongrád	Nagytõke
2180	28927	7800	2	Baranya	Nagytótfalu
2181	10418	3357	9	Heves	Nagyút
2182	33783	4812	15	Szabolcs-Szatmár-Bereg	Nagyvarsány
2183	14191	7912	2	Baranya	Nagyváty
2184	19196	8291	18	Veszprém	Nagyvázsony
2185	16452	7186	16	Tolna	Nagyvejke
2186	23588	8065	6	Fejér	Nagyveleg
2187	26134	2421	6	Fejér	Nagyvenyim
2188	28282	3349	9	Heves	Nagyvisnyó
2189	2796	7215	16	Tolna	Nak
2190	8420	4552	15	Szabolcs-Szatmár-Bereg	Napkor
2191	17367	9797	17	Vas	Nárai
2192	2042	9793	17	Vas	Narda
2193	20163	2899	11	Komárom-Esztergom	Naszály
2194	24156	3463	4	Borsod-Abaúj-Zemplén	Négyes
2195	28033	3646	4	Borsod-Abaúj-Zemplén	Nekézseny
2196	6169	8923	19	Zala	Nemesapáti
2197	5245	3592	4	Borsod-Abaúj-Zemplén	Nemesbikk
2198	24509	9749	17	Vas	Nemesbõd
2199	27119	4942	15	Szabolcs-Szatmár-Bereg	Nemesborzova
2200	32948	8371	19	Zala	Nemesbük
2201	23320	9739	17	Vas	Nemescsó
2202	7913	8722	14	Somogy	Nemesdéd
2203	2787	8284	18	Veszprém	Nemesgulács
2204	5652	8522	18	Veszprém	Nemesgörzsöny
2205	5555	8471	18	Veszprém	Nemeshany
2206	7658	8925	19	Zala	Nemeshetés
2207	18236	7981	2	Baranya	Nemeske
2208	29328	9471	7	Gyõr-Moson-Sopron	Nemeskér
2209	3674	9548	17	Vas	Nemeskeresztúr
2210	25511	8717	14	Somogy	Nemeskisfalud
2211	2839	9542	17	Vas	Nemeskocs
2212	24059	9775	17	Vas	Nemeskolta
2213	26240	9663	17	Vas	Nemesládony
2214	31556	9953	17	Vas	Nemesmedves
2215	32540	6345	1	Bács-Kiskun	Nemesnádudvar
2216	32665	8976	19	Zala	Nemesnép
2217	19859	8856	19	Zala	Nemespátró
2218	18023	8915	19	Zala	Nemesrádó
2219	9672	9782	17	Vas	Nemesrempehollós
2220	25609	8925	19	Zala	Nemessándorháza
2221	21759	9533	18	Veszprém	Nemesszalók
2222	8059	8925	19	Zala	Nemesszentandrás
2223	2194	8248	18	Veszprém	Nemesvámos
2224	17561	8738	14	Somogy	Nemesvid
2225	28422	8311	18	Veszprém	Nemesvita
2226	10409	8581	18	Veszprém	Németbánya
2227	25414	8918	19	Zala	Németfalu
2228	15006	7039	16	Tolna	Németkér
2229	27580	3152	12	Nógrád	Nemti
2230	33826	2544	11	Komárom-Esztergom	Neszmély
2231	9797	2618	12	Nógrád	Nézsa
2232	10843	9652	17	Vas	Nick
2233	10959	8706	14	Somogy	Nikla
2234	4358	2642	12	Nógrád	Nógrád
2235	32300	2691	12	Nógrád	Nógrádkövesd
2236	29832	2675	12	Nógrád	Nógrádmarcal
2237	12131	3132	12	Nógrád	Nógrádmegyer
2238	8387	2685	12	Nógrád	Nógrádsáp
2239	19497	3179	12	Nógrád	Nógrádsipek
2240	27340	3187	12	Nógrád	Nógrádszakál
2241	26523	8591	18	Veszprém	Nóráp
2242	14757	8456	18	Veszprém	Noszlop
2243	18810	3325	9	Heves	Noszvaj
2244	29425	2610	12	Nógrád	Nõtincs
2245	3355	8948	19	Zala	Nova
2246	29276	3327	9	Heves	Novaj
2247	27191	3872	4	Borsod-Abaúj-Zemplén	Novajidrány
2248	19752	9096	7	Gyõr-Moson-Sopron	Nyalka
2249	29009	8512	18	Veszprém	Nyárád
2250	23038	2723	13	Pest	Nyáregyháza
2251	23056	6032	1	Bács-Kiskun	Nyárlõrinc
2252	20066	2712	13	Pest	Nyársapát
2253	12885	3433	4	Borsod-Abaúj-Zemplén	Nyékládháza
2254	15352	2536	11	Komárom-Esztergom	Nyergesújfalu
2255	15352	2537	11	Komárom-Esztergom	Nyergesújfalu
2256	4419	3809	4	Borsod-Abaúj-Zemplén	Nyésta
2257	3203	8612	14	Somogy	Nyim
2258	32294	4264	8	Hajdú-Bihar	Nyírábrány
2259	14003	4262	8	Hajdú-Bihar	Nyíracsád
2260	24004	8454	18	Veszprém	Nyirád
2261	6187	4252	8	Hajdú-Bihar	Nyíradony
2262	6187	4253	8	Hajdú-Bihar	Nyíradony
2263	6187	4254	8	Hajdú-Bihar	Nyíradony
2264	14845	4300	15	Szabolcs-Szatmár-Bereg	Nyírbátor
2265	15802	4372	15	Szabolcs-Szatmár-Bereg	Nyírbéltek
2266	31158	4361	15	Szabolcs-Szatmár-Bereg	Nyírbogát
2267	28802	4511	15	Szabolcs-Szatmár-Bereg	Nyírbogdány
2268	7904	4356	15	Szabolcs-Szatmár-Bereg	Nyírcsaholy
2269	25973	4331	15	Szabolcs-Szatmár-Bereg	Nyírcsászári
2270	5041	4332	15	Szabolcs-Szatmár-Bereg	Nyírderzs
2271	17206	4246	15	Szabolcs-Szatmár-Bereg	Nyíregyháza
2272	17206	4400	15	Szabolcs-Szatmár-Bereg	Nyíregyháza
2273	17206	4405	15	Szabolcs-Szatmár-Bereg	Nyíregyháza
2274	17206	4412	15	Szabolcs-Szatmár-Bereg	Nyíregyháza
2275	17206	4431	15	Szabolcs-Szatmár-Bereg	Nyíregyháza
2276	17206	4432	15	Szabolcs-Szatmár-Bereg	Nyíregyháza
2277	17206	4433	15	Szabolcs-Szatmár-Bereg	Nyíregyháza
2278	17206	4481	15	Szabolcs-Szatmár-Bereg	Nyíregyháza
2279	17206	4551	15	Szabolcs-Szatmár-Bereg	Nyíregyháza
2280	28440	4362	15	Szabolcs-Szatmár-Bereg	Nyírgelse
2281	9238	4311	15	Szabolcs-Szatmár-Bereg	Nyírgyulaj
2282	26435	3997	4	Borsod-Abaúj-Zemplén	Nyíri
2283	14696	4535	15	Szabolcs-Szatmár-Bereg	Nyíribrony
2284	31477	4541	15	Szabolcs-Szatmár-Bereg	Nyírjákó
2285	18290	4544	15	Szabolcs-Szatmár-Bereg	Nyírkarász
2286	32452	4333	15	Szabolcs-Szatmár-Bereg	Nyírkáta
2287	25928	4537	15	Szabolcs-Szatmár-Bereg	Nyírkércs
2288	11271	4371	15	Szabolcs-Szatmár-Bereg	Nyírlugos
2289	11095	4632	15	Szabolcs-Szatmár-Bereg	Nyírlövõ
2290	12274	4564	15	Szabolcs-Szatmár-Bereg	Nyírmada
2291	32382	4263	8	Hajdú-Bihar	Nyírmártonfalva
2292	23269	4722	15	Szabolcs-Szatmár-Bereg	Nyírmeggyes
2293	26365	4363	15	Szabolcs-Szatmár-Bereg	Nyírmihálydi
2294	10807	4822	15	Szabolcs-Szatmár-Bereg	Nyírparasznya
2295	33145	4531	15	Szabolcs-Szatmár-Bereg	Nyírpazony
2296	3878	4376	15	Szabolcs-Szatmár-Bereg	Nyírpilis
2297	28060	4522	15	Szabolcs-Szatmár-Bereg	Nyírtass
2298	13550	4461	15	Szabolcs-Szatmár-Bereg	Nyírtelek
2299	9256	4554	15	Szabolcs-Szatmár-Bereg	Nyírtét
2300	12098	4532	15	Szabolcs-Szatmár-Bereg	Nyírtura
2301	16522	4341	15	Szabolcs-Szatmár-Bereg	Nyírvasvári
2302	22318	9682	17	Vas	Nyõgér
2303	4215	3795	4	Borsod-Abaúj-Zemplén	Nyomár
2304	26329	7912	2	Baranya	Nyugotszenterzsébet
2305	12955	9082	7	Gyõr-Moson-Sopron	Nyúl
2306	12645	7695	2	Baranya	Óbánya
2307	34306	2063	6	Fejér	Óbarok
2308	23913	8272	18	Veszprém	Óbudavár
2309	4075	2364	13	Pest	Ócsa
2310	3780	7814	2	Baranya	Ócsárd
2311	8961	7143	16	Tolna	Õcsény
2312	19646	7695	2	Baranya	Ófalu
2313	22284	4558	15	Szabolcs-Szatmár-Bereg	Ófehértó
2314	7755	6923	5	Csongrád	Óföldeák
2315	27775	8342	19	Zala	Óhid
2316	19257	5534	3	Békés	Okány
2317	20686	7957	2	Baranya	Okorág
2318	8341	7681	2	Baranya	Okorvölgy
2319	18555	7745	2	Baranya	Olasz
2320	19743	9824	17	Vas	Olaszfa
2321	26514	8414	18	Veszprém	Olaszfalu
2322	31778	3933	4	Borsod-Abaúj-Zemplén	Olaszliszka
2323	11129	4826	15	Szabolcs-Szatmár-Bereg	Olcsva
2324	10834	4914	15	Szabolcs-Szatmár-Bereg	Olcsvaapáti
2325	21704	7824	2	Baranya	Old
2326	22044	9733	17	Vas	Ólmod
2327	25478	8886	19	Zala	Oltárc
2328	22558	3562	4	Borsod-Abaúj-Zemplén	Onga
2329	22628	3551	4	Borsod-Abaúj-Zemplén	Ónod
2330	27924	4821	15	Szabolcs-Szatmár-Bereg	Ópályi
2331	12797	6767	5	Csongrád	Ópusztaszer
2332	9025	4336	15	Szabolcs-Szatmár-Bereg	Õr
2333	20835	8935	19	Zala	Orbányosfa
2334	8545	2162	13	Pest	Õrbottyán
2335	24536	7400	14	Somogy	Orci
2336	16823	8635	14	Somogy	Ordacsehi
2337	16276	6335	1	Bács-Kiskun	Ordas
2338	17093	9982	17	Vas	Orfalu
2339	11730	7677	2	Baranya	Orfû
2340	16939	6077	1	Bács-Kiskun	Orgovány
2341	3249	2671	12	Nógrád	Õrhalom
2342	13453	9933	17	Vas	Õrimagyarósd
2343	10630	9941	17	Vas	Õriszentpéter
2344	22497	8983	19	Zala	Ormándlak
2345	34069	3743	4	Borsod-Abaúj-Zemplén	Ormosbánya
2346	23065	5900	3	Békés	Orosháza
2347	23065	5903	3	Békés	Orosháza
2348	23065	5904	3	Békés	Orosháza
2349	23065	5905	3	Békés	Orosháza
2350	16595	8458	18	Veszprém	Oroszi
2351	30766	2840	11	Komárom-Esztergom	Oroszlány
2352	4482	7370	2	Baranya	Oroszló
2353	25052	8744	19	Zala	Orosztony
2354	4950	8954	19	Zala	Ortaháza
2355	14012	8854	14	Somogy	Õrtilos
2356	19318	2610	12	Nógrád	Õsagárd
2357	24068	8161	18	Veszprém	Õsi
2358	15121	9354	7	Gyõr-Moson-Sopron	Osli
2359	32629	9512	17	Vas	Ostffyasszonyfa
2360	27216	3326	9	Heves	Ostoros
2361	7667	9825	17	Vas	Oszkó
2362	2866	3591	4	Borsod-Abaúj-Zemplén	Oszlár
2363	19770	7444	14	Somogy	Osztopán
2364	14492	3600	4	Borsod-Abaúj-Zemplén	Ózd
2365	14492	3603	4	Borsod-Abaúj-Zemplén	Ózd
2366	14492	3604	4	Borsod-Abaúj-Zemplén	Ózd
2367	14492	3621	4	Borsod-Abaúj-Zemplén	Ózd
2368	14492	3625	4	Borsod-Abaúj-Zemplén	Ózd
2369	14492	3651	4	Borsod-Abaúj-Zemplén	Ózd
2370	14492	3661	4	Borsod-Abaúj-Zemplén	Ózd
2371	14492	3662	4	Borsod-Abaúj-Zemplén	Ózd
2372	18661	7836	2	Baranya	Ózdfalu
2373	18953	8998	19	Zala	Ozmánbük
2374	5661	7086	16	Tolna	Ozora
2375	15893	3964	4	Borsod-Abaúj-Zemplén	Pácin
2376	31741	8761	19	Zala	Pacsa
2377	7162	9823	17	Vas	Pácsony
2378	24776	8935	19	Zala	Padár
2379	18670	6075	1	Bács-Kiskun	Páhi
2380	29160	8956	19	Zala	Páka
2381	24271	8799	19	Zala	Pakod
2382	25751	8095	6	Fejér	Pákozd
2383	4862	7027	16	Tolna	Paks
2384	4862	7030	16	Tolna	Paks
2385	23764	7370	2	Baranya	Palé
2386	9371	7042	16	Tolna	Pálfa
2387	14720	8990	19	Zala	Pálfiszeg
2388	12362	3994	4	Borsod-Abaúj-Zemplén	Pálháza
2389	19637	9345	7	Gyõr-Moson-Sopron	Páli
2390	7153	7771	2	Baranya	Palkonya
2391	34041	7561	14	Somogy	Pálmajor
2392	2705	6112	1	Bács-Kiskun	Pálmonostora
2393	10135	7727	2	Baranya	Palotabozsok
2394	5883	3042	12	Nógrád	Palotás
2395	17011	8229	18	Veszprém	Paloznak
2396	12371	3821	4	Borsod-Abaúj-Zemplén	Pamlény
2397	26392	8698	14	Somogy	Pamuk
2398	22248	2214	13	Pest	Pánd
2399	23108	9937	17	Vas	Pankasz
2400	24305	9090	7	Gyõr-Moson-Sopron	Pannonhalma
2401	24730	3898	4	Borsod-Abaúj-Zemplén	Pányok
2402	29559	4913	15	Szabolcs-Szatmár-Bereg	Panyola
2403	27748	4631	15	Szabolcs-Szatmár-Bereg	Pap
2404	31945	8500	18	Veszprém	Pápa
2405	31945	8511	18	Veszprém	Pápa
2406	31945	8591	18	Veszprém	Pápa
2407	31945	8598	18	Veszprém	Pápa
2408	19868	8593	18	Veszprém	Pápadereske
2409	11855	8596	18	Veszprém	Pápakovácsi
2410	21607	8594	18	Veszprém	Pápasalamon
2411	31255	8556	18	Veszprém	Pápateszér
2412	7348	8183	18	Veszprém	Papkeszi
2413	14067	9515	17	Vas	Pápoc
2414	32577	4338	15	Szabolcs-Szatmár-Bereg	Papos
2415	7010	7838	2	Baranya	Páprád
2416	7436	3240	9	Heves	Parád
2417	7436	3244	9	Heves	Parád
2418	20215	3242	9	Heves	Parádsasvár
2419	26745	3777	4	Borsod-Abaúj-Zemplén	Parasznya
2420	31972	4475	15	Szabolcs-Szatmár-Bereg	Paszab
2421	7409	3060	12	Nógrád	Pásztó
2422	7409	3065	12	Nógrád	Pásztó
2423	7409	3082	12	Nógrád	Pásztó
2424	23481	9311	7	Gyõr-Moson-Sopron	Pásztori
2425	29656	8825	19	Zala	Pat
2426	7199	2648	12	Nógrád	Patak
2427	6141	7463	14	Somogy	Patalom
2428	17792	7923	2	Baranya	Patapoklosi
2429	12168	7477	14	Somogy	Patca
2430	28848	8092	6	Fejér	Pátka
2431	15592	7536	14	Somogy	Patosfa
2432	12186	4523	15	Szabolcs-Szatmár-Bereg	Pátroha
2433	33880	2668	12	Nógrád	Patvarc
2434	15024	2071	13	Pest	Páty
2435	23685	4766	15	Szabolcs-Szatmár-Bereg	Pátyod
2436	21786	2476	6	Fejér	Pázmánd
2437	12715	9085	7	Gyõr-Moson-Sopron	Pázmándfalu
2438	4057	2119	13	Pest	Pécel
2439	19415	7600	2	Baranya	Pécs
2440	19415	7621	2	Baranya	Pécs
2441	19415	7622	2	Baranya	Pécs
2442	19415	7623	2	Baranya	Pécs
2443	19415	7624	2	Baranya	Pécs
2444	19415	7625	2	Baranya	Pécs
2445	19415	7626	2	Baranya	Pécs
2446	19415	7627	2	Baranya	Pécs
2447	19415	7628	2	Baranya	Pécs
2448	19415	7629	2	Baranya	Pécs
2449	19415	7630	2	Baranya	Pécs
2450	19415	7631	2	Baranya	Pécs
2451	19415	7632	2	Baranya	Pécs
2452	19415	7633	2	Baranya	Pécs
2453	19415	7634	2	Baranya	Pécs
2454	19415	7635	2	Baranya	Pécs
2455	19415	7636	2	Baranya	Pécs
2456	19415	7691	2	Baranya	Pécs
2457	19415	7693	2	Baranya	Pécs
2458	21519	7951	2	Baranya	Pécsbagota
2459	15389	7766	2	Baranya	Pécsdevecser
2460	22451	8245	18	Veszprém	Pécsely
2461	21096	7762	2	Baranya	Pécsudvard
2462	10825	7720	2	Baranya	Pécsvárad
2463	14988	9754	17	Vas	Pecöl
2464	16115	7831	2	Baranya	Pellérd
2465	19567	3381	9	Heves	Pély
2466	18689	2614	13	Pest	Penc
2467	17084	4267	15	Szabolcs-Szatmár-Bereg	Penészlek
2468	32692	4941	15	Szabolcs-Szatmár-Bereg	Penyige
2469	15547	8426	18	Veszprém	Pénzesgyõr
2470	15529	9099	7	Gyõr-Moson-Sopron	Pér
2471	28185	2074	13	Pest	Perbál
2472	24420	3853	4	Borsod-Abaúj-Zemplén	Pere
2473	32683	3821	4	Borsod-Abaúj-Zemplén	Perecse
2474	12867	7664	2	Baranya	Pereked
2475	13684	9722	17	Vas	Perenye
